cod,fam,sp,dbh,inclin,ori,h,bark_detailed,bark_simp,Y,X,Z,orch_presence,moss_presence
1903,MYRTACEAE,Myrcianthes.sp,2.1,84.0,298.0,2.9,lisa,lisa,710880.427,9558895.775,2269.644,0,1
1907,Liana,Liana,1.3,40.0,82.0,2.1,pustulas,pustulas,710880.981,9558895.622,2269.166,0,1
1908,Lauraceae,Endlicheria.sp3,5.9,25.0,106.0,3.1,lisa,lisa,710881.481,9558895.768,2269.403,0,1
1917,Annonaceae,Guatteria.sp2,1.5,90.0,0.0,3.5,lisa,lisa,710882.698,9558893.356,2267.916,0,1
1918,EUPHORBIACEAE,Hyeronima.moritziana,1.5,72.0,57.0,1.9,lisa,lisa,710884.420,9558892.921,2267.593,0,1
1919,Arecaceae,Geonoma.densa,1.5,68.0,82.0,1.8,lisa,lisa,710884.245,9558893.143,2267.179,0,1
1920,Melastomataceae,Miconia.tinifolia,1.5,70.0,154.0,2.0,lisa,lisa,710884.316,9558893.641,2267.087,0,1
1925,Ericaceae,Cavendishia.bracteata,2.0,66.0,250.0,0.5,estriada,estriada,710882.851,9558896.185,2267.326,0,1
1926,Aquifoliaceae,Ilex.hippocrateoides,12.9,90.0,0.0,9.2,estriada+pustulas,estriada,710885.016,9558895.165,2266.680,0,1
1928,Arboles.muertos,arbol.muerto,6.9,82.0,345.0,6.1,pustulas,pustulas,710885.297,9558895.155,2266.453,0,1
1929,Cyatheaceae,Cyathea.peladensis,5.5,29.0,60.0,1.2,estriada,estriada,710885.137,9558893.329,2266.715,0,1
1931,Ericaceae,Cavendishia.bracteata,2.8,61.0,146.0,2.8,estriada,estriada,710885.277,9558891.961,2267.243,0,1
1933,Melastomataceae,Miconia.tinifolia,1.2,52.0,70.0,2.4,lisa,lisa,710885.291,9558892.285,2267.132,0,1
1934,Liana,Liana,3.6,19.0,120.0,5.0,estriada,estriada,710883.679,9558891.715,2268.053,0,1
1939,Ericaceae,Cavendishia.bracteata,1.5,26.0,144.0,0.9,estriada,estriada,710883.463,9558892.027,2268.098,0,1
1942,Glossulariaceae,Escallonia.paniculata,1.0,45.0,71.0,1.5,estriada,estriada,710879.771,9558896.068,2269.754,0,1
1943,EUPHORBIACEAE,Hyeronima.moritziana,1.6,90.0,0.0,2.2,lisa,lisa,710879.936,9558897.791,2269.651,0,1
1944,Rubiaceae,Palicourea.angustifolia,1.5,40.0,106.0,1.9,lisa,lisa,710879.710,9558897.571,2269.834,0,1
1946,EUPHORBIACEAE,Alchornea.triplinervia,4.3,-5.0,100.0,1.8,lisa,lisa,710879.813,9558898.178,2270.195,0,1
1948,ROSACEAE,Prunus.huantensis,1.4,79.0,326.0,2.2,lisa,lisa,710880.434,9558898.528,2269.077,0,1
1949,Theaceae,Ternstroemia.cf.luquillensis,1.7,-30.0,67.0,0.0,pustulas,pustulas,710880.313,9558897.777,2269.329,0,1
1952,Cyatheaceae,Cyathea.peladensis,2.5,24.0,93.0,1.9,estriada+cicatrices,estriada,710879.820,9558899.627,2268.930,0,1
1953,MYRTACEAE,Myrcia.sp,2.4,79.0,184.0,2.9,lisa,lisa,710880.115,9558899.506,2268.647,0,1
1954,Arboles.muertos,arbol.muerto,4.1,70.0,62.0,1.1,estriada,estriada,710880.707,9558898.757,2268.508,0,1
1955,Arboles.muertos,arbol.muerto,4.9,71.0,55.0,1.4,estriada,estriada,710880.907,9558898.875,2268.211,0,1
1956,LAURACEAE,Aniba.sp,4.0,79.0,136.0,6.0,estriada,estriada,710881.463,9558899.135,2267.772,0,1
1958,Cyatheaceae,Cyathea.peladensis,2.7,-10.0,58.0,1.5,estriada+cicatrices,estriada,710880.561,9558899.095,2268.431,0,1
1961,Clusiaceae,Tovomita.weddelliana,8.1,72.0,85.0,6.5,estriada,estriada,710886.781,9558889.156,2266.706,0,0
1962,Cunoniaceae,Weinmannia.pubescens,1.0,40.0,60.0,1.7,lisa,lisa,710886.037,9558889.733,2266.514,0,1
1967,Arboles.muertos,arbol.muerto,3.3,60.0,100.0,1.6,lisa,lisa,710888.435,9558888.463,2265.762,0,1
1970,Asteraceae,Lepidaploa.lehmanni,1.2,65.0,290.0,2.8,estriada+pustulas,estriada,710887.690,9558886.623,2266.080,0,1
1972,ROSACEAE,Prunus.huantensis,12.5,65.0,140.0,6.9,pustulas,pustulas,710888.892,9558885.528,2265.538,0,1
1977,Podocarpaceae,Podocarpus.oleifollius,1.0,75.0,108.0,1.8,lisa,lisa,710891.285,9558886.403,2264.409,0,1
1978,Arboles.muertos,arbol.muerto,3.6,26.0,146.0,0.8,estriada,estriada,710891.425,9558887.064,2264.421,0,1
1980,Styracaceae,Styrax.sp1,3.2,90.0,0.0,4.0,lisa,lisa,710892.242,9558884.385,2264.589,0,1
1982,Rubiaceae,Faramea.anysocalix,4.7,83.0,154.0,7.9,lisa,lisa,710892.572,9558885.850,2264.292,0,1
1983,Rubiaceae,Stilpnophyllum.sp,5.1,90.0,0.0,6.9,pustulas,pustulas,710892.914,9558885.989,2263.426,0,1
1985,Indeterminadas,Indeterminada,10.5,90.0,0.0,8.3,pustulas,pustulas,710892.499,9558885.788,2264.048,0,1
1986,Arboles.muertos,arbol.muerto,8.4,36.0,50.0,7.5,pustulas,pustulas,710892.343,9558887.262,2264.129,0,1
1991,ROSACEAE,Prunus.huantensis,2.1,69.0,250.0,1.8,lisa,lisa,710888.764,9558888.813,2265.580,0,1
1994,Lauraceae,Aniba.sp,1.9,71.0,22.0,3.1,lisa,lisa,710885.246,9558888.762,2267.307,0,1
1995,Liana,Liana,1.9,20.0,122.0,3.8,pustulas,pustulas,710889.999,9558888.054,2265.051,0,1
1998,Rubiaceae,Stilpnophyllum.oellgaardi,1.4,35.0,84.0,1.5,lisa,lisa,710885.301,9558889.962,2267.022,0,1
1999,Rubiaceae,Stilpnophyllum.oellgaardi,1.5,44.0,113.0,1.6,lisa,lisa,710884.608,9558890.068,2267.529,0,1
2000,ROSACEAE,Prunus.huantensis,1.2,68.0,86.0,1.6,lisa,lisa,710886.597,9558886.408,2267.127,0,1
2001,Arboles.muertos,arbol.muerto,2.5,10.0,62.0,2.0,lisa,lisa,710889.006,9558893.135,2266.055,0,1
2005,Liana,Liana,1.0,10.0,90.0,0.3,estriada,estriada,710882.632,9558896.791,2269.879,0,1
2006,Ericaceae,Cavendishia.bracteata,3.0,10.0,120.0,0.7,estriada,estriada,710886.718,9558896.841,2266.901,0,1
2009,EUPHORBIACEAE,Hyeronima.moritziana,1.0,90.0,v,1.4,lisa,lisa,710887.975,9558895.463,2266.063,0,1
2012,Caprifoliaceae,Viburnum.pichinchense,1.5,90.0,v,3.7,lisa,lisa,710888.099,9558890.514,2265.600,0,1
2014,Arecaceae,Geonoma.densa,1.9,-41.0,320.0,0.6,lisa+anillos,estriada,710884.945,9558893.083,2269.501,0,1
2015,Rubiaceae,Palicourea.angustifolia,1.5,55.0,52.0,2.4,lisa,lisa,710885.362,9558893.016,2265.115,0,1
2017,Melastomataceae,Miconia.sp1,2.6,90.0,v,2.9,lisa,lisa,710887.723,9558893.367,2267.256,0,1
2021,ROSACEAE,Prunus.huantensis,2.6,62.0,80.0,6.7,lisa,lisa,710887.924,9558893.113,2267.052,0,1
2022,Simoroubaraceae,Picramnia.sp,7.5,50.0,84.0,4.8,estriada,estriada,710886.452,9558890.762,2266.284,0,1
2024,Celastraceae,Maytenus.sp1,1.1,46.0,322.0,1.4,lisa,lisa,710887.838,9558889.206,2265.852,0,1
2025,Alzateaceae,Alzatea.verticillata,7.0,80.0,88.0,5.7,pustulas,pustulas,710887.122,9558889.808,2266.220,0,1
2026,Arboles.muertos,arbol.muerto,6.5,31.0,98.0,1.4,pustulas,pustulas,710887.259,9558893.049,2267.690,0,1
2027,Rubiaceae,Palicourea.angustifolia,1.5,55.0,112.0,4.5,lisa,lisa,710887.326,9558892.513,2268.045,0,1
2029,Melastomataceae,Miconia.sp1,3.3,79.0,110.0,2.3,lisa,lisa,710888.270,9558892.817,2267.101,0,1
2031,Lauraceae,Endlicheria.sp3,1.0,90.0,v,1.4,lisa,lisa,710886.492,9558891.783,2266.134,0,1
2032,Lauraceae,Endlicheria.sp3,3.0,75.0,106.0,4.4,lisa,lisa,710886.404,9558891.013,2266.232,0,1
2034,Melastomataceae,Meriania.sp2,1.3,71.0,98.0,1.5,lisa,lisa,710885.580,9558890.447,2266.945,0,1
2035,Melastomataceae,Miconia.tinifolia,2.1,90.0,v,2.7,lisa,lisa,710885.525,9558890.658,2266.865,0,1
2036,Rubiaceae,Stilpnophyllum.oellgaardi,2.3,35.0,80.0,2.9,pustulas,pustulas,710884.828,9558890.155,2267.526,0,1
2040,Rubiaceae,Faramea.anysocalix,1.1,46.0,79.0,2.3,estriada,estriada,710891.603,9558891.400,2264.714,0,1
2042,Rubiaceae,Faramea.anysocalix,4.5,39.0,125.0,5.1,estriada,estriada,710891.511,9558890.881,2265.248,0,1
2048,Ericaceae,Cavendishia.bracteata,1.7,61.0,150.0,1.2,estriada,estriada,710875.442,9558898.298,2271.304,0,1
2049,Ericaceae,Cavendishia.bracteata,2.5,70.0,239.0,1.7,estriada,estriada,710875.892,9558898.140,2271.627,0,1
2053,Ericaceae,Cavendishia.bracteata,1.6,39.0,204.0,1.2,estriada,estriada,710875.431,9558899.270,2271.608,0,1
2054,Ericaceae,Cavendishia.bracteata,1.9,90.0,0.0,0.7,estriada,estriada,710876.122,9558899.456,2271.375,0,1
2055,Elaeocarpaceae,Sloanea.sp,21.5,50.0,103.0,8.1,lisa,lisa,710876.150,9558899.930,2271.623,0,1
2056,Lauraceae,Endlicheria.sp3,1.5,45.0,102.0,2.4,lisa,lisa,710876.856,9558902.513,2270.173,0,1
2058,Ericaceae,Cavendishia.bracteata,1.5,75.0,32.0,1.4,estriada,estriada,710883.950,9558899.338,2271.636,0,1
2059,Liana,Liana,2.8,49.0,108.0,3.2,estriada,estriada,710875.434,9558901.085,2271.563,0,
2060,Cunoniaceae,Weinmannia.pubescens,3.0,80.0,153.0,2.9,lisa,lisa,710878.287,9558898.471,2270.525,0,1
2061,Liana,Liana,2.5,90.0,0.0,4.6,estriada,estriada,710877.093,9558899.441,2271.142,0,1
2062,Melastomataceae,Miconia.sp11,2.4,54.0,160.0,2.0,lisa,lisa,710876.800,9558899.180,2271.474,0,1
2064,Clusiaceae,Tovomita.weddelliana,12.0,66.0,34.0,6.1,estriada,estriada,710876.056,9558901.350,2271.907,0,1
2067,Rubiaceae,Faramea.anysocalix,3.0,30.0,160.0,1.3,lisa,lisa,710877.974,9558902.241,2271.131,0,1
2069,Melastomataceae,Miconia.sp11,2.6,73.0,88.0,3.9,lisa,lisa,710877.471,9558899.974,2271.051,0,0
2071,Rubiaceae,Palicourea.angustifolia,2.5,88.0,276.0,3.0,estriada,estriada,710875.738,9558903.543,2272.145,0,1
2073,Melastomataceae,Miconia.sp1,3.9,33.0,40.0,3.1,estriada,estriada,710890.870,9558891.085,2266.277,0,1
2079,LAURACEAE,Nectandra.laurel,14.5,72.0,76.0,6.7,estriada,estriada,710891.037,9558890.492,2266.999,0,1
2080,Melastomataceae,Miconia.sp1,5.2,75.0,100.0,5.4,lisa,lisa,710890.442,9558890.767,2264.784,0,1
2083,Clusiaceae,Clusia.alata,1.0,-15.0,42.0,0.2,lisa,lisa,710888.060,9558889.760,2265.438,0,1
2084,Melastomataceae,Miconia.tinifolia,1.6,12.0,50.0,1.4,lisa,lisa,710889.728,9558891.549,2263.837,0,1
2086,Moraceae,Helicostylis.tovarensis,6.7,84.0,50.0,7.5,lisa,lisa,710890.100,9558893.331,2265.631,0,1
2087,Cyatheaceae,Cyathea.peladensis,2.4,67.0,24.0,0.9,estriada+cicatrices,estriada,710889.535,9558890.341,2264.634,0,1
2089,Rubiaceae,Elaeagia.karstenii,3.1,85.0,60.0,4.3,lisa,lisa,710889.623,9558893.192,2265.819,0,1
2091,Monimiaceae,Mollinedia.sp,1.0,73.0,60.0,1.2,lisa,lisa,710889.096,9558893.226,2266.052,0,1
2092,Annonaceae,Guatteria.sp2,8.6,90.0,v,7.4,lisa,lisa,710874.360,9558904.245,2272.624,0,1
2093,Lauraceae,Beilschmiedia.sp1,8.0,57.0,82.0,5.8,estriada,estriada,710874.004,9558905.253,2272.444,0,1
2094,Meliaceae,Guarea.kunthiana,25.5,90.0,v,9.7,estriada,estriada,710869.752,9558903.700,2271.428,0,1
2095,Elaeocarpaceae,Sloanea.sp,10.0,76.0,114.0,6.2,lisa,lisa,710874.575,9558906.314,2272.306,0,1
2096,Cyatheaceae,Cyathea.peladensis,3.2,75.0,214.0,1.6,estriada+cicatrices,estriada,710871.656,9558906.195,2272.836,0,1
2098,Sabiaceae,Meliosma.sp1,2.9,64.0,114.0,3.6,lisa,lisa,710871.420,9558908.362,2273.166,0,1
2099,Araceae,Anthurium.sp,2.8,-16.0,144.0,0.5,lisa,lisa,710870.712,9558908.913,2273.302,0,1
2103,Cunoniaceae,Weinmannia.spruceana,2.5,62.0,36.0,2.7,lisa,lisa,710873.528,9558908.176,2271.675,0,1
2104,Arboles.muertos,arbol.muerto,2.4,60.0,106.0,1.5,estriada,estriada,710873.710,9558908.047,2271.424,0,1
2105,Melastomataceae,Miconia.punctata,1.4,82.0,352.0,2.1,lisa,lisa,710872.666,9558909.200,2271.572,0,1
2106,Melastomataceae,Miconia.sp15,1.0,63.0,360.0,1.5,estriada,estriada,710880.383,9558902.129,2271.705,0,1
2108,Melastomataceae,Graffenrieda.emarginata,9.2,84.0,196.0,5.8,estriada,estriada,710874.983,9558906.874,2271.638,0,1
2111,Liana,Liana,3.0,40.0,104.0,5.0,estriada,estriada,710877.175,9558904.172,2271.100,0,1
2113,Ericaceae,Cavendishia.bracteata,2.2,59.0,170.0,2.8,estriada,estriada,710877.748,9558904.721,2270.602,0,1
2116,Liana,Liana,2.4,70.0,20.0,2.2,lisa,lisa,710878.686,9558905.017,2269.366,0,1
2118,Lauraceae,Endlicheria.sp1,3.5,66.0,134.0,3.9,pustulas,pustulas,710879.804,9558901.077,2268.754,0,1
2119,Cyatheaceae,Cyathea.peladensis,3.0,11.0,28.0,0.7,estriada+cicatrices,estriada,710879.147,9558900.960,2269.521,0,1
2122,Rubiaceae,Faramea.anysocalix,2.0,75.0,82.0,2.7,lisa,lisa,710878.187,9558902.566,2271.035,0,1
2124,Araliaceae,Schefflera.cf.acuminata,2.9,90.0,v,4.0,estriada+pustulas,estriada,710876.398,9558906.220,2271.076,0,1
2125,Elaeocarpaceae,Sloanea.sp,1.7,80.0,360.0,3.6,pustulas,pustulas,710875.250,9558908.483,2270.174,0,1
2127,Elaeocarpaceae,Sloanea.sp,6.5,73.0,90.0,5.3,estriada,estriada,710875.912,9558908.407,2270.947,0,1
2129,LaURACEAE,Nectandra.sp1,2.9,76.0,102.0,4.4,estriada,estriada,710877.316,9558909.038,2269.045,0,1
2130,Symplocaceae,Symplocos.bogotensis,5.8,37.0,124.0,4.9,lisa,lisa,710875.413,9558910.879,2268.611,0,1
2131,Cyatheaceae,Cyathea.peladensis,2.4,44.0,20.0,1.6,estriada+cicatrices,estriada,710875.632,9558910.150,2268.861,0,1
2133,Clusiaceae,Clusia.alata,3.0,67.0,198.0,3.0,lisa,lisa,710877.196,9558909.840,2268.478,0,1
2135,Rubiaceae,Faramea.coerulescens,2.4,76.0,90.0,3.3,lisa,lisa,710877.280,9558910.075,2268.772,0,1
2136,Styracaceae,Styrax.sp1,1.6,65.0,72.0,1.6,lisa,lisa,710877.872,9558908.265,2268.630,0,1
2138,Rubiaceae,Faramea.anysocalix,1.4,44.0,126.0,2.1,lisa,lisa,710877.492,9558907.783,2269.447,0,1
2139,Rubiaceae,Elaeagia.karstenii,2.1,64.0,26.0,3.4,lisa,lisa,710878.374,9558907.842,2269.304,0,1
2141,Sabiaceae,Meliosma.sp2,1.8,55.0,80.0,3.5,lisa,lisa,710877.752,9558909.300,2268.353,0,1
2142,MYRTACEAE,Eugenia.sp,8.5,59.0,124.0,4.1,estriada,estriada,710876.604,9558908.366,2269.402,0,1
2144,Rubiaceae,Palicourea.angustifolia,1.5,59.0,196.0,2.4,lisa,lisa,710877.733,9558907.136,2269.586,0,1
2145,Rubiaceae,Palicourea.angustifolia,8.5,29.0,110.0,6.1,lisa,lisa,710877.820,9558907.169,2269.218,0,1
2147,Melastomataceae,Miconia.tinifolia,2.2,69.0,300.0,2.7,lisa,lisa,710878.782,9558906.160,2268.016,0,1
2150,Melastomataceae,Miconia.cf.micropetala,2.5,75.0,70.0,3.9,lisa,lisa,710880.701,9558905.775,2267.512,0,1
2151,LAURACEAE,Aniba.sp,1.5,50.0,84.0,1.7,lisa+pustulas,estriada,710879.859,9558906.657,2267.484,0,1
2152,Melastomataceae,Miconia.sp1,1.3,53.0,48.0,2.0,lisa,lisa,710880.401,9558907.441,2267.007,0,1
2153,Rosaceae,Prunus.opaca,2.0,64.0,110.0,2.8,lisa,lisa,710881.309,9558907.710,2266.534,0,1
2154,MYRTACEAE,Myrcia.sp,18.2,36.0,52.0,6.9,lisa+pustulas,estriada,710879.701,9558908.287,2267.305,0,1
2155,Melastomataceae,Meriania.sp1,8.5,56.0,38.0,5.6,estriada,estriada,710879.139,9558909.385,2268.754,0,1
2157,Annonaceae,Guatteria.sp1,4.0,90.0,0.0,4.7,lisa,lisa,710879.355,9558909.834,2266.177,0,1
2158,Melastomataceae,Miconia.sp11,3.6,62.0,58.0,6.1,lisa,lisa,710879.661,9558909.292,2266.524,0,1
2162,Melastomataceae,Miconia.sp1,2.3,25.0,81.0,0.8,lisa,lisa,710880.546,9558903.176,2267.413,0,1
2164,Melastomataceae,Miconia.sp1,2.9,75.0,68.0,4.0,lisa,lisa,710881.492,9558903.654,2266.689,0,1
2172,Rubiaceae,Faramea.anysocalix,2.6,41.0,92.0,4.8,lisa,lisa,710883.277,9558905.553,2264.831,0,1
2175,Cyatheaceae,Cyathea.peladensis,12.0,59.0,82.0,3.8,estriada+cicatrices,estriada,710883.777,9558906.278,2264.234,0,1
2176,Cyatheaceae,Cyathea.peladensis,2.1,29.0,76.0,1.5,estriada+cicatrices,estriada,710884.792,9558903.091,2263.932,0,1
2177,Liana,Liana,3.0,56.0,129.0,3.0,pustulas,pustulas,710885.900,9558903.574,2262.884,0,1
2180,Moraceae,Naucleopsis.francisci.sp2,1.2,69.0,138.0,1.2,lisa,lisa,710874.111,9558907.978,2271.089,0,1
2181,Rubiaceae,Elaeagia.karstenii,1.0,27.0,60.0,1.2,lisa,lisa,710874.158,9558908.456,2270.922,0,1
2182,Rubiaceae,Faramea.anysocalix,1.2,55.0,104.0,1.6,lisa,lisa,710873.766,9558908.303,2271.312,0,1
2187,Rubiaceae,Faramea.anysocalix,1.0,1.0,102.0,0.5,lisa,lisa,710875.680,9558907.597,2270.745,0,0
2188,Melastomataceae,Graffenrieda.harlingii,1.5,85.0,278.0,1.0,lisa,lisa,710879.930,9558901.236,2272.175,0,0
2189,Melastomataceae,Miconia.sp1,1.7,64.0,78.0,2.1,lisa,lisa,710874.380,9558909.058,2270.580,0,1
2192,Rubiaceae,Stilpnophyllum.oellgaardi,2.8,25.0,18.0,2.1,estriada,estriada,710876.318,9558906.767,2271.036,0,1
2196,Rubiaceae,Palicourea.angustifolia,1.3,68.0,76.0,3.0,lisa,lisa,710876.228,9558909.318,2269.407,0,1
2198,Euphorbiaceae,Alchornea.grandiflora,1.2,74.0,10.0,2.5,lisa,lisa,710875.231,9558909.461,2269.554,0,1
2199,Araliaceae,Schefflera.sp2,1.8,64.0,82.0,1.7,lisa,lisa,710876.639,9558909.567,2268.945,0,1
2200,Cyatheaceae,Cyathea.peladensis,2.5,40.0,108.0,1.9,estriada+cicatrices,estriada,710876.092,9558911.772,2267.998,0,1
2202,Melastomataceae,Miconia.sp9,1.3,11.0,106.0,1.4,lisa,lisa,710876.933,9558911.970,2267.447,0,0
2204,Rubiaceae,Palicourea.angustifolia,2.0,58.0,124.0,3.6,lisa,lisa,710878.513,9558911.532,2266.421,0,1
2205,Arboles.muertos,arbol.muerto,14.0,83.0,40.0,9.9,estriada,estriada,710879.029,9558911.915,2266.700,0,0
2206,Clusiaceae,Clusia.alata,16.5,76.0,102.0,6.6,pustulas,pustulas,710879.044,9558911.484,2266.338,0,1
2209,Rubiaceae,Psychotria.tinctoria,4.7,54.0,110.0,3.1,estriada,estriada,710875.917,9558913.641,2267.741,0,1
2211,Rubiaceae,Faramea.anysocalix,2.1,40.0,168.0,4.3,lisa,lisa,710877.459,9558914.035,2266.289,0,1
2212,Lauraceae,Endlicheria.sp1,3.1,40.0,68.0,4.8,estriada,estriada,710877.732,9558913.584,2266.621,0,1
2213,Arboles.muertos,arbol.muerto,7.0,55.0,122.0,5.5,estriada,estriada,710876.153,9558914.343,2267.423,0,1
2214,Melastomataceae,Meriania.sp1,18.0,80.0,80.0,7.5,estriada,estriada,710875.332,9558913.729,2268.308,0,1
2215,Lauraceae,Aniba.sp,2.9,53.0,30.0,3.7,lisa,lisa,710875.464,9558912.184,2268.377,0,1
2218,Monimiaceae,Mollinedia.sp,9.5,60.0,72.0,6.2,estriada,estriada,710880.476,9558910.577,2265.583,0,1
2220,Lauraceae,Nectandra.reticulata,2.7,76.0,50.0,4.2,pustulas,pustulas,710880.749,9558909.272,2265.839,0,1
2221,Arboles.muertos,arbol.muerto,50.0,47.0,96.0,10.4,estriada,estriada,710875.293,9558900.788,2272.043,0,1
2228,Piperaceae,Piper.sp1,1.3,85.0,282.0,1.1,lisa,lisa,710876.684,9558905.596,2270.797,0,1
2229,Araliaceae,Schefflera.sp2,1.4,65.0,176.0,3.9,estriada,estriada,710877.910,9558903.235,2271.458,0,1
2233,Melastomataceae,Miconia.tinifolia,3.4,-10.0,110.0,0.7,lisa,lisa,710879.456,9558904.710,2268.394,0,1
2234,Liana,Liana,3.4,36.0,136.0,2.9,lisa,lisa,710879.095,9558903.572,2269.083,0,1
2235,Euphorbiaceae,Alchornea.triplinervia,1.9,31.0,150.0,5.0,lisa,lisa,710879.997,9558903.828,2267.935,0,1
2236,Clusiaceae,Tovomita.weddelliana,1.1,65.0,95.0,2.0,lisa,lisa,710879.701,9558903.060,2268.693,0,1
2237,Rubiaceae,Faramea.anysocalix,2.5,20.0,89.0,1.7,lisa,lisa,710880.567,9558902.925,2267.692,0,1
2238,Melastomataceae,Miconia.sp14,1.7,74.0,170.0,2.4,lisa,lisa,710880.699,9558902.270,2267.699,0,1
2242,Theaceae,Gordonia.cf.fructicosa,3.5,35.0,113.0,3.6,lisa,lisa,710878.685,9558897.469,2270.509,0,1
2243,Melastomataceae,Miconia.tinifolia,4.6,50.0,168.0,4.2,lisa,lisa,710879.495,9558898.054,2270.622,0,1
2246,Clusiaceae,Clusia.alata,30.0,60.0,82.0,8.7,estriada,estriada,710882.440,9558904.671,2265.464,0,1
2248,Rubiaceae,Faramea.anysocalix,3.6,74.0,70.0,5.5,lisa,lisa,710882.854,9558901.550,2266.076,0,1
2249,Clusiaceae,Clusia.alata,21.2,69.0,82.0,7.4,pustulas,pustulas,710883.225,9558901.133,2265.823,0,1
2252,Ericaceae,Cavendishia.bracteata,3.6,17.0,41.0,1.1,estriada,estriada,710881.320,9558902.681,2266.863,0,1
2253,ROSACEAE,Prunus.huantensis,3.1,76.0,96.0,4.0,lisa,lisa,710882.479,9558904.680,2265.842,0,1
2255,Theaceae,Gordonia.cf.fructicosa,14.5,66.0,116.0,5.6,pustulas,pustulas,710885.559,9558903.647,2263.396,0,1
2258,Lauraceae,Nectandra.laurel,3.1,71.0,131.0,7.1,estriada,estriada,710884.102,9558903.987,2264.484,0,1
2259,ROSACEAE,Prunus.huantensis,3.2,20.0,132.0,1.5,pustulas,pustulas,710880.700,9558897.855,2268.870,0,1
2261,Melastomataceae,Miconia.sp11,2.6,40.0,72.0,3.7,lisa,lisa,710882.523,9558902.728,2266.236,0,1
2262,Melastomataceae ,Graffenrieda.emarginata,3.1,60.0,72.0,2.5,estriada,estriada,710883.729,9558902.690,2265.003,0,1
2263,Rubiaceae,Elaeagia.karstenii,1.9,69.0,82.0,1.8,lisa,lisa,710884.397,9558902.993,2264.160,0,1
2268,ROSACEAE,Prunus.huantensis,10.0,60.0,100.0,4.8,lisa,lisa,710886.213,9558901.439,2264.056,0,1
2269,Indeterminadas,Indeterminada,3.6,75.0,154.0,4.4,lisa,lisa,710883.007,9558900.211,2266.052,0,1
2278,Rubiaceae,Faramea.anysocalix,2.6,29.0,70.0,3.7,lisa,lisa,710870.559,9558909.399,2273.395,0,1
2279,Arboles.muertos,arbol.muerto,4.9,-57.0,100.0,0.7,lisa,lisa,710871.419,9558909.695,2272.724,0,1
2282,MYRSINACEAE,Geissanthus.cf.ecuadorensis,1.8,65.0,194.0,3.7,estriada,estriada,710878.271,9558895.083,2269.765,0,1
2284,Ericaceae,Cavendishia.bracteata,2.6,60.0,157.0,2.1,lisa,lisa,710876.548,9558896.565,2270.914,0,1
2285,Lauraceae,Endlicheria.sp2,1.3,75.0,328.0,1.9,lisa,lisa,710876.460,9558896.396,2270.978,0,1
2286,Ericaceae,Cavendishia.bracteata,2.7,65.0,144.0,1.8,estriada,estriada,710876.157,9558896.818,2271.022,0,1
2288,Rubiaceae,Palicourea.cf.andrei,8.9,25.0,169.0,3.4,estriada,estriada,710876.326,9558896.597,2270.745,0,1
2289,Moraceae,Helicostylis.tovarensis,1.7,35.0,244.0,2.6,lisa,lisa,710876.216,9558896.737,2270.918,0,1
2290,Ericaceae,Cavendishia.bracteata,3.0,10.0,183.0,1.8,estriada,estriada,710876.203,9558896.885,2271.045,0,1
2291,Rubiaceae,Palicourea.cf.andrei,2.9,55.0,162.0,3.2,lisa,lisa,710876.016,9558896.817,2270.936,0,1
2292,Ericaceae,Cavendishia.bracteata,1.8,75.0,234.0,1.5,estriada,estriada,710875.822,9558896.905,2270.917,0,1
2293,Arboles.muertos,arbol.muerto,7.5,-10.0,139.0,0.0,estriada,estriada,710874.902,9558897.339,2270.979,0,1
2306,Melastomataceae,Graffenrieda.emarginata,20.0,58.0,58.0,8.9,estriada,estriada,710872.646,9558911.740,2271.383,0,1
2315,Melastomataceae,Meriania.sp1,21.0,32.0,44.0,5.6,estriada,estriada,710877.812,9558908.690,2268.682,0,1
